Company,Timeline,Frequency,Best_Day,Best_Time,Avg_CTR,Sub_Add_Rate,Avg_Length_Title,Avg_Length_Message,Top_Notif_title,Top_Notif_Desc,Top_Notif_website,Top_Notif_CTR
"Simply Jobs","18-Jun-2017 to 25-Jun-2017","21","Tuesday","6.30pm - 9.30pm","2.5","-76","4-5","8","Happy Saturday!","We found a job near you!","simplyjobs.com","5"
